uid	total_transaction_amount	transaction_count	annualized_amount	average_term	transaction_1m_count	transaction_2m_count	transaction_3m_count	transaction_6m_count	transaction_8m_count	transaction_9m_count	transaction_12m_count	transaction_15m_count	transaction_18m_count	transaction_24m_count	transaction_1m_total_amount	transaction_2m_total_amount	transaction_3m_total_amount	transaction_6m_total_amount	transaction_8m_total_amount	transaction_9m_total_amount	transaction_12m_total_amount	transaction_15m_total_amount	transaction_18m_total_amount	transaction_24m_total_amount	app_start_total_count	app_start_count_day0	app_start_count_day1	app_start_count_day2	app_start_count_day3	app_start_count_day4	app_start_count_day5	app_start_count_day6	app_start_count_day7	app_start_count_day8	app_start_count_day9	app_start_count_day10	app_start_count_day11	app_start_count_day12	app_start_count_day13	app_start_count_day14	app_start_count_day15
3ce60934874d74b893f4296742f44690	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	8	4	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0
d8dfe9d370ee42b30c67d7d2890ac01a	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	35	10	4	5	1	1	1	2	1	2	2	1	0	1	2	0	2
785db91b5f8153bc80c3db9a4802d5ad	21000	3	11333.33333	6.476190476	1	0	0	1	0	0	1	0	0	0	10000	0	0	6000	0	0	120000	0	0	0	400	16	16	48	64	0	16	0	16	32	64	0	0	0	32	48	48
add0161de6d5d6eed8c1416a180132a1	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
76e9654eee1653ce9b6826b09029d8a7	51000	4	21083.33333	4.960784314	1	0	1	2	0	0	0	0	0	0	10000	0	3000	240000	0	0	0	0	0	0	92	36	28	0	0	0	0	4	24	0	0	0	0	0	0	0	0
e4ab41f17bf2b89f47a96ee651713e54	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	11	1	2	1	0	0	1	0	0	0	1	0	2	1	1	0	1
b5a20d84e49b21b374fded3ca0d13427	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	18	0	6	0	0	0	2	2	2	0	4	0	0	0	0	2	0
d6dc7165f1c513c7920cc03481eea190	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
5be619283933d6626c7ee1d728299f97	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6057e8ddf599d9f213890f68fe8f359c	350000	6	340833.3333	11.68571429	1	0	0	0	0	0	5	0	0	0	10000	0	0	0	0	0	4080000	0	0	0	336	273	28	0	7	0	0	0	0	0	0	7	14	0	0	0	7
eb90ecfe76e73be5d3741196a7a8ed6e	78000	2	68833.33333	10.58974359	1	0	0	0	0	0	1	0	0	0	10000	0	0	0	0	0	816000	0	0	0	142	34	4	4	4	2	2	2	4	26	24	2	6	6	20	0	2
8794a3c78f86111c98756af597f36508	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	13	6	1	1	0	0	1	0	0	0	0	0	0	3	0	1	0
8716743b9fa4d57d6d12cab33ebbb3b9	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
c6c0556e9f776e07df830ef89ac22af1	50000	3	35833.33333	8.6	1	0	0	1	0	0	0	0	0	1	10000	0	0	180000	0	0	0	0	0	240000	68	40	0	0	0	4	12	0	0	0	0	0	0	0	0	4	8
50d81fc01295039d7ce3eabb4fdb8b48	60000	2	60000	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	720000	0	0	0	80	0	0	30	15	0	0	20	0	0	0	0	5	0	10	0	0
b3a89bff7d88753eb1ca7d4774d5ffc0	19000	3	6166.666667	3.894736842	1	0	0	2	0	0	0	0	0	0	8000	0	0	66000	0	0	0	0	0	0	1584	0	108	0	0	0	270	234	612	18	144	90	18	36	0	36	18
2811aadd302d651c786bda704e010f2c	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	128	8	0	0	0	8	16	0	16	0	44	28	0	8	0	0	0
42009eb6a07dbfb8efa7baba41f9103a	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	162	0	18	18	0	0	27	0	45	9	0	0	0	18	9	0	18
247d78852e57f2cd83635f163f613bf2	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	28	5	0	13	1	0	0	4	1	1	1	0	0	0	1	1	0
a759311ed6fe695ab6d53de89b82582c	21000	3	11333.33333	6.476190476	1	0	0	1	0	0	1	0	0	0	10000	0	0	6000	0	0	120000	0	0	0	104	44	12	4	4	4	4	4	4	4	0	0	0	4	4	4	8
e22db232a2a3b51d28e0f5ec8ec314c9	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4e6a7e050362dd5cbfd4add487f99a19	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	124	0	40	44	16	0	8	0	4	0	0	0	8	0	0	4	0
a8f45e0a4826333855432f03fc9c5ab5	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	28	5	3	2	1	2	2	1	1	4	1	1	1	1	1	1	1
9e71f910872a93e7fe7ea5c4d7b59a64	71000	4	31083.33333	5.253521127	1	0	1	2	0	0	0	0	0	0	10000	0	3000	360000	0	0	0	0	0	0	748	0	55	0	0	0	33	308	154	22	0	55	33	11	22	44	11
873689e1425b1389bbeac242f6f48595	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	134	0	38	10	6	6	14	6	4	6	6	12	6	10	4	4	2
41399552f1db5f35018b9a6409a73543	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7016319809e73eba01f3571393461536	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	8	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
45c7e434607b8de43c3f4623468c29c0	1100	2	508.3333333	5.545454545	1	0	0	1	0	0	0	0	0	0	100	0	0	6000	0	0	0	0	0	0	45	9	3	3	0	6	18	0	3	0	0	0	0	3	0	0	0
00b96618a1ab152b7148218fa9d38ed0	51000	4	71333.33333	16.78431373	1	0	0	1	0	0	1	0	0	1	10000	0	0	6000	0	0	120000	0	0	720000	66	0	0	0	0	0	0	0	24	0	0	18	12	12	0	0	0
48bcb3fb504cce3df84d88013b1d966b	21000	3	6333.333333	3.619047619	1	0	0	2	0	0	0	0	0	0	10000	0	0	66000	0	0	0	0	0	0	45	5	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592dd4f380916472bf2812e05f3dd61a	1100	2	508.3333333	5.545454545	1	0	0	1	0	0	0	0	0	0	100	0	0	6000	0	0	0	0	0	0	22	12	0	4	2	0	0	0	0	0	2	0	0	0	0	0	2
e8b3f90a0a87f1562b3ffe279697c0cc	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	9	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
13f18a4a9cd9f4e100ef88cf5f3ca97e	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
335cf1ac26e219f75ca7b9aa8e621cd3	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	0	1	0	0	0	1	0	0	0
1be381389f698b06da87e3139d0e04af	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	23	5	10	1	2	0	1	0	1	0	0	0	1	0	1	0	1
5283da000c939250e6fc4f74ebb46196	100000	1	100000	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1200000	0	0	0	25	1	0	3	0	0	0	0	0	0	0	9	3	4	2	1	2
cdbc781f2880e35d874b004ed9708c90	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	10	6	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0
5327fe138b022a8ad52894930ad4dd46	5000	1	416.6666667	1	1	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	6	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	0
80d99513758260f550c7a912c3f7bfc0	11000	2	1333.333333	1.454545455	1	0	0	1	0	0	0	0	0	0	10000	0	0	6000	0	0	0	0	0	0	28	0	4	4	0	4	0	4	2	0	2	4	0	0	2	0	2
340ec0acc39a8da674f08cc7e27c9223	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	35	0	1	2	1	1	2	7	1	1	1	2	7	2	3	3	1
7bb5b888546207b47641ab99b79fbb0f	50000	3	40833.33333	9.8	1	0	0	0	0	0	2	0	0	0	10000	0	0	0	0	0	480000	0	0	0	186	18	84	36	24	0	6	0	0	6	0	0	6	0	0	0	6
4d75ced885bd22ea671a6e45b40221dd	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0
5161e53f78d58f379689d58b3bf70c73	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2
61b26c79f1816f9e380b6e017bf2a084	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	4	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
3d04be386418dc770a75fbf506a0ded5	1000	1	83.33333333	1	1	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
c9b8e032baf5030d5553a757314417e1	1000	1	83.33333333	1	1	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	4	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
9071ade6ac48a79d0baca99c330f830b	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	19	3	4	4	1	1	1	1	0	0	0	1	0	1	1	1	0
a07c269962094b89068c01e0b24ff3ee	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	11	1	0	0	0	5	2	0	0	0	1	0	0	1	1	0	0
131a728eb2523282417d110d19bc90eb	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
882fdfead37e02f9286c9ea23a9796d1	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	13	0	3	3	2	0	2	0	0	0	1	0	0	1	0	0	1
ba71b090ba8edf6435f481472ff9f26a	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
7793de619f891883f7c0ddcc9f9a9d74	40000	2	15833.33333	4.75	1	0	0	1	0	0	0	0	0	0	10000	0	0	180000	0	0	0	0	0	0	32	2	2	0	0	0	0	18	0	0	0	0	0	0	4	4	2
24527124164903c5f3361232980e6ede	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
21875f2b48fcad956eea03a72c1a7bbc	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
b5b1c3cd7568c02f535584252201e05f	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	8	2	0	3	0	0	1	0	0	0	0	0	0	1	1	0	0
7daf914f79d5636c587a87a86345e291	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	8	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b750d54876eec6ef64eafaab86b08810	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	29	0	20	4	1	2	0	0	1	0	1	0	0	0	0	0	0
3a6efb7d9f7a034c2cdda10ce8169e0b	42000	4	40583.33333	11.5952381	1	0	0	1	0	0	2	0	0	0	1000	0	0	6000	0	0	480000	0	0	0	341	0	0	22	44	22	11	11	22	11	11	44	0	22	22	33	66
8fa00b0c5eed293f35d16271b55ab2d5	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8732fec5255359553f1622cde4178bf6	6500	1	541.6666667	1	1	0	0	0	0	0	0	0	0	0	6500	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	5	3	0	0	0	0	0	0
d6b8b51ff4457bd7805f4421072b93ec	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0
5d6dc5db0e8dda5969e0c507dc3eece2	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7a809ec99625f4b6e5de6ef3f6898b84	63000	3	38833.33333	7.396825397	1	0	0	1	0	0	1	0	0	0	10000	0	0	180000	0	0	276000	0	0	0	75	21	27	6	3	6	0	3	3	0	0	0	3	0	3	0	0
7578f0136732d9e956987f874373f4bb	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5f039463fdc08f9ee41dd128c9eb80f0	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	26	0	12	4	0	2	6	0	2	0	0	0	0	0	0	0	0
5f7b6d5d27c16be93b433fd5bcc75ef4	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	40	4	15	3	2	1	3	1	2	2	1	1	2	0	1	1	1
156c972e9631d7010b6d0afda572ae7f	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	40	1	4	5	0	1	11	3	3	2	4	0	1	1	1	1	2
5ccb1a2e2c7442be7198b5340f7bc355	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
4e27087c2cd1536a4c46a409094375f1	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
996fa4cd8795f68fb0d5c2fb0cd6fded	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	8	1	2	0	0	0	0	0	4	0	0	0	1	0	0	0	0
467a2322df75a22cd048fd2c8b7ac56f	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0
faab6ee3508f61fe7a9300f348a4111b	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	10	1	0	2	1	0	0	0	0	0	0	2	1	0	2	0	1
647f4727875e10da65a4a9241cfe8baa	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	5	1	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0
40434628ea9afb5ddadd6a11b9429450	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
592e95f1cd557b5096db891ca6e9e9d1	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	16	0	7	3	1	0	0	0	1	1	0	0	0	1	0	1	1
266fa3e35206dd91dd8e08f735f5e116	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
d1728c5397a4430a2c2ecc4039fbf7fc	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
3572c3a81ac4579807cc2e03ae0961f4	700	1	58.33333333	1	1	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0	6	6	1	3	1
3cc3ac5dcc2735ceca650606699d334c	51000	4	41333.33333	9.725490196	1	0	0	1	0	0	2	0	0	0	10000	0	0	6000	0	0	480000	0	0	0	168	52	44	28	8	8	0	8	4	0	4	0	0	4	0	0	8
0ddd9e88e0121ec5b1ce16e668b545c6	1000	1	83.33333333	1	1	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	24	0	14	1	2	1	1	0	1	1	0	0	0	1	2	0	0
776aeffff75d22ef4625b67f9f88dd1c	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	45	11	7	3	3	5	3	1	2	1	1	1	2	2	1	1	1
cb395827ac3363620a38c4bda1a68d52	11000	2	1083.333333	1.181818182	1	0	1	0	0	0	0	0	0	0	10000	0	3000	0	0	0	0	0	0	0	14	12	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
af089659de009e8c06882b8b86f07108	10100	2	10008.33333	11.89108911	1	0	0	0	0	0	1	0	0	0	100	0	0	0	0	0	120000	0	0	0	42	10	2	0	2	0	2	0	0	0	0	0	20	2	2	0	2
1dbd3f0145f0ae2f10c20e36f5051607	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	21	2	1	2	2	2	4	2	1	0	1	2	1	0	0	0	1
a1fec39dc80107ad4268cc0ff7c0ce0c	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	24	3	0	1	1	0	3	0	2	0	1	1	0	10	2	0	0
3ac296026817561d28a1d0fcfdff857f	11000	2	1083.333333	1.181818182	1	0	1	0	0	0	0	0	0	0	10000	0	3000	0	0	0	0	0	0	0	30	8	16	0	0	0	0	0	0	0	0	0	0	4	2	0	0
a06951704c7abc38987a79703916d284	50000	1	100000	24	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1200000	8	2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2
eb209d8dd01c78b359e1dc9ad7642142	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	4	0	2	0	0	0	0	0	0
b0778ee3262a01745221db5aa94cb21a	4700	1	391.6666667	1	1	0	0	0	0	0	0	0	0	0	4700	0	0	0	0	0	0	0	0	0	96	0	8	4	8	4	4	4	0	24	4	8	4	12	4	4	4
2902deb26e692a96fa5666f87fcfece9	2000	1	166.6666667	1	1	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	27	1	5	1	1	1	3	6	1	1	1	0	1	2	1	1	1
bf7887a44c5734905971148e1c5671c9	20000	2	3333.333333	2	1	0	1	0	0	0	0	0	0	0	10000	0	30000	0	0	0	0	0	0	0	80	0	0	34	2	0	0	0	6	0	0	0	0	22	16	0	0
0108e370142d0e54391c9512cfe9c51f	20000	2	5833.333333	3.5	1	0	0	1	0	0	0	0	0	0	10000	0	0	60000	0	0	0	0	0	0	10	0	4	0	4	0	0	0	0	0	0	0	0	0	0	2	0
7dc074d02ebe04a7f374edb44de0310e	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	13	3	3	4	0	1	0	0	0	0	0	0	0	0	1	1	0
33a373646cc677b8cfe3c26206469f51	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	3	1	0	0	0	0	0
a64b9324f9aee253fd4c50034f301a4d	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f509ff2e2f2eee4d5110194317d48494	11000	2	1083.333333	1.181818182	1	0	1	0	0	0	0	0	0	0	10000	0	3000	0	0	0	0	0	0	0	39	0	30	3	3	3	0	0	0	0	0	0	0	0	0	0	0
0d7c51bc126bd75a17f2ea7ba29dc4fe	51000	4	21083.33333	4.960784314	1	0	1	2	0	0	0	0	0	0	10000	0	3000	240000	0	0	0	0	0	0	493	51	17	34	34	68	17	17	51	0	17	34	0	68	17	34	34
7595b7bfe0c81dc0f1bd8c31beb2e760	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	12	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
c8ce70be69602d9ab5afeb60115b26ba	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
38c34445be49b5bbcfd41ba3c4d3e3d6	40000	2	15833.33333	4.75	1	0	0	1	0	0	0	0	0	0	10000	0	0	180000	0	0	0	0	0	0	64	28	2	4	2	0	2	18	4	0	0	0	0	0	0	2	2
e4d87b82f95ce527273e30e4adf1166d	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	35	33	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
84a30201b80d1ed94239dbea5f40db8f	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00ac87fae302d3788b70f135691d7347	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	26	8	2	0	1	1	0	1	0	1	4	2	0	0	4	1	1
cbb7eec502b5f0bbfed83f1bd0d8bcfc	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	10	2	0	0	4	0	2	0	0	0	0	0	0	0	0	0	2
1f165933a6696f8d833318add2816228	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	7	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2c0ddf5dfbd731daefcee99a039c3822	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	21	0	5	2	0	1	1	0	1	2	1	1	1	1	1	4	0
73d1e08d034b6abeae1019af37cec739	2000	2	583.3333333	3.5	1	0	0	1	0	0	0	0	0	0	1000	0	0	6000	0	0	0	0	0	0	160	16	36	12	12	12	18	32	0	2	2	4	4	2	2	2	4
1512b279df3abd2476921d79d3f3bd6b	25000	3	7083.333333	3.4	1	0	1	1	0	0	0	0	0	0	10000	0	15000	60000	0	0	0	0	0	0	108	39	15	3	6	0	6	3	0	0	3	0	30	0	3	0	0
e4edc38d268044cd4852588b3d459956	11000	2	1083.333333	1.181818182	1	0	1	0	0	0	0	0	0	0	10000	0	3000	0	0	0	0	0	0	0	86	18	12	22	4	2	0	4	4	0	10	2	4	0	2	0	2
39391dbc76ef2a0664ebf3d9022d8cfa	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	66	28	6	6	2	2	2	0	4	2	2	2	2	4	0	2	2
78e691aefa20d9049a1672c34c3d3d3e	500	1	41.66666667	1	1	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	1	0	0	0	3	0	0	0	0	0	0
d5ff95095a801a2ae3e02af5ea6952d8	35000	4	50833.33333	17.42857143	1	0	0	0	0	0	0	0	0	3	10000	0	0	0	0	0	0	0	0	600000	216	44	16	16	20	4	4	4	4	16	32	12	8	28	4	4	0
760dc7cf119db6ab13776809ed0eaf91	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	9	6	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
db990c67c92a2c9b7b78cb247e3eea42	20000	2	20000	12	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	240000	0	0	0	60	0	0	6	0	0	24	8	0	2	10	0	0	2	4	2	2
50f94cfe82476bd0f72f975ea57587f6	100	1	8.333333333	1	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	4	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
9d8d262aa1675258834ef1fbd03ae2e8	6300	1	525	1	1	0	0	0	0	0	0	0	0	0	6300	0	0	0	0	0	0	0	0	0	21	2	1	0	2	0	0	0	3	5	1	3	0	1	1	1	1
7b881700653ed915d46e83dd86a28515	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	17	1	2	3	0	0	1	3	0	1	0	0	3	0	0	1	2
38c41adf4ec3d63af70d212d139e3ee1	50000	3	40833.33333	9.8	1	0	0	0	0	0	2	0	0	0	10000	0	0	0	0	0	480000	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
132b845eca908003955c29f298ba7acd	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	26	7	3	2	1	0	0	0	0	5	6	0	0	1	1	0	0
094a77f679478391826dee21887d94ab	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	9	3	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0
a9b919e0578abceccf2fc1b0664f0877	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
c3f7314a4735ec264c496eebc686dfaf	10000	1	833.3333333	1	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
